100  8.7844e-05
200  0.000418412
300  0.00107881
400  0.00208954
500  0.00319942
600  0.0046947
700  0.00645753
800  0.00833788
900  0.0105001
1000  0.00831375
1100  0.00729428
1200  0.00724197
1300  0.00841076
1400  0.00993796
1500  0.0116913
1600  0.0128306
1700  0.0145466
1800  0.0161634
1900  0.0178108
2000  0.0188933
2100  0.021964
2200  0.0240866
2300  0.0264365
2400  0.0290456
2500  0.0311693
2600  0.0334663
2700  0.0357591
2800  0.0386496
2900  0.0391106
3000  0.0385865
3100  0.0417088
3200  0.0443338
3300  0.0463288
3400  0.0502406
3500  0.0536107
3600  0.0566055
3700  0.0601743
3800  0.0632441
3900  0.0655744
4000  0.0705083
4100  0.0742684
4200  0.0764186
4300  0.0919503
4400  0.0904802
4500  0.0871876
4600  0.0908717
4700  0.0945022
4800  0.100984
4900  0.10355
5000  0.10757
